audiofilename,start,end,label:event
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_57f996e5.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_303a6c31.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_b4d7c336.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_a352e2a7.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_5510697d.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_0b4e8de9.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_8e98e158.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_9469ccae.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_d6b50728.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_79094570.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_5096c9e8.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_dbe09691.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_653b75ab.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_32dc8c6d.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_63a1a981.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_280bf56d.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_3e87def3.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_b0e198e1.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_eb509b28.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_35a2ae6d.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_d9a14d64.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_0679b1e2.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_fcfa44c7.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_0061c92b.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_af423973.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_baabfcb1.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_2647f7c3.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_1249c601.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_451fdb96.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_4c817263.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_0a5a8562.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_9382d948.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_ec6fe3dd.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_3be7028d.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_053fe247.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_cba0d5f0.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_4c6404dd.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_78fbe475.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_9170a764.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_5e758a84.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_13eb6754.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_8abe7af0.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_b13a4d13.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_bd3140e7.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_f19f642a.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_cabaf8af.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_e5ffa971.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_498d234e.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_1696d364.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_f7b4fd6f.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_fce94fc3.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_3a79534c.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_b8723a4a.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_c7997cdf.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_7e376606.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_4d7988ea.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_67e70a64.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_46ba6f57.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_5becd80c.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_37099331.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_2ba6507c.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_3275f159.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_a4967555.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_2971be33.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_ce9ba81b.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_da10dfa1.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_ed83241f.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_fa8a3df4.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_6d2bccc2.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_fc4d84d9.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_90676d89.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_df2c4976.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_e8f7a6b7.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_0ab05c49.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_ad25256d.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_fe7adc43.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_8b16eaff.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_d7b469b7.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_1e4ac832.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_0352f55d.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_546ee7ed.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_f81d7347.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_48796040.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_2d8ca271.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_00d3df10.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_d4e8fe23.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_9e9f3045.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_0f792d20.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_8850366c.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_f7489417.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_e287da2c.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_0363dfa2.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_9d1b9712.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_2ee38fc6.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_e4c8b38e.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_d3efad15.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_844ec485.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_52a97477.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_374a23b9.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_9993f87d.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_0fee12bb.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_30187a8a.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_9238262b.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_e6273cd3.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_05a9c4ab.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_9b85d6bf.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_78814482.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_6f74b7f9.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_eb5df7bb.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_8679fe41.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_efca4042.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_5fb4ca15.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_8fc6c39e.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_b6558fe6.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_4fd66672.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_162a7372.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_45867568.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_352c6501.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_4cc72687.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_ae13e2f7.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_59655459.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_68506e84.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_6c82a2a2.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_e6365e5d.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_9d84b43d.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_028d0ef2.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_4a98b62b.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_744b20b6.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_40201a22.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_0645c6d5.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_6925be53.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_b514dec4.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_1b5c19d1.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_da7ebd28.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_69651d18.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_f97e7cd1.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_21a7d595.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_7a271ab0.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_8a95e0f4.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_32268e64.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_a3e96576.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_7d4ceb45.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_0bb48ab6.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_2fc3ea64.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_5a48f0ee.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_a042a09d.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_e2bddc35.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_be86f458.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_1aece7a5.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_2701b4d3.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_bbd929df.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_dc123be0.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_d6e7da23.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_b76e0085.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_99fdd9d2.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_c5799552.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_f6ef3907.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_dde36cbf.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_aaf965e5.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_d6d71010.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_6395a64e.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_27309675.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_8435f352.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_546400e2.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_b684f4a0.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_ccd04425.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_f8516b86.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_d209d89c.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_ea343702.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_9bb1a2f5.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_12d2c74a.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_b507ddc0.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_8eff9b62.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_5b93aaa0.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_ae152af2.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_ed19db83.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_73050b32.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_c991dbeb.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_fbcc1d6a.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_31ab3524.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_3f1478c2.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_c2df78eb.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_1a6cef9e.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_e820b8ee.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_c3063e31.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_a339b12b.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_41db2ebf.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_8d8410a3.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_e857448b.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_2f47e879.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_a29c0854.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_8f06e521.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_d0ef9050.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_3f216f5a.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_0fceb3b0.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_0efc9337.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_46b688a6.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_d2b407a2.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_9dec21ac.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_b82d0142.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_0270d020.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_65ea38be.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_5e03f42c.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_604f2cc5.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_c1fa97ab.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_ae7adc37.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_9ec9bbb9.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_378f8ccc.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_d339e92d.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_cc8191ea.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_f44e7bb7.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_3279b2e2.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_28da9d8a.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_27c2d10d.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_d53d21b4.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_1a7c4cc7.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_2a529b89.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_b18ec998.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_cc1c5c10.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_2ff78592.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_ce678cb4.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_aa082017.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_c8b3641c.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_3e26885f.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_be096396.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_5f19ba00.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_d947360f.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_2adff392.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_5b272c15.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_b0e1c319.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_5b79eeba.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_34bc302e.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_06a7f7a6.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_c84c714c.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_808fa692.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_9468272b.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_65ebe860.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_b391c025.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_880c3037.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_67665039.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_eda3737a.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_8b3d5cd8.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_1c7fecbe.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_e1369d40.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_d6a6006e.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_b6b3d4e5.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_ce0119ba.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_5e45509f.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_a91cf52a.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_be76e475.wav,0,10,0
/mnt/fscompute_shared/simulation_dataset/outputs/simulated_audio_59d63f48.wav,0,10,0
